date,open,high,low,close,adjusted_close,volume,dividend_amount,SMA50,SMA200
2021-02-22 00:00:00,237.42,237.93,232.4,234.51,230.32344410344,36182764.0,0.0,nan,nan
2021-02-23 00:00:00,230.325,234.83,228.73,233.27,229.105581024303,30228704.0,0.0,nan,nan
2021-02-24 00:00:00,230.01,235.2,229.0,234.55,230.362730009218,26339746.0,0.0,nan,nan
2021-02-25 00:00:00,232.08,234.5852,227.88,228.99,224.901989105994,39118089.0,0.0,nan,nan
2021-02-26 00:00:00,231.525,235.37,229.54,232.38,228.23146962073,37545055.0,0.0,nan,nan
2021-03-01 00:00:00,235.9,237.47,233.15,236.94,232.710062879489,25332837.0,0.0,nan,nan
2021-03-02 00:00:00,237.01,237.3,233.45,233.87,229.694869610982,22812459.0,0.0,nan,nan
2021-03-03 00:00:00,232.155,233.5799,227.26,227.56,223.497517974409,34029526.0,0.0,nan,nan
2021-03-04 00:00:00,226.735,232.49,224.26,226.73,222.682335429504,44727785.0,0.0,nan,nan
2021-03-05 00:00:00,229.5165,233.27,226.46,231.6,227.465394458047,41872770.0,0.0,nan,nan
2021-03-08 00:00:00,231.37,233.365,227.13,227.39,223.33055287485,35267440.0,0.0,nan,nan
2021-03-09 00:00:00,232.88,235.3839,231.67,233.78,229.606476322981,33080531.0,0.0,nan,nan
2021-03-10 00:00:00,237.0,237.0,232.04,232.42,228.270755526508,29746812.0,0.0,nan,nan
2021-03-11 00:00:00,234.96,239.17,234.31,237.13,232.896670931938,29907586.0,0.0,nan,nan
2021-03-12 00:00:00,234.01,235.82,233.23,235.75,231.541307182576,22653662.0,0.0,nan,nan
2021-03-15 00:00:00,234.96,235.185,231.81,234.81,230.618088396779,26042669.0,0.0,nan,nan
2021-03-16 00:00:00,236.28,240.055,235.94,237.71,233.466316565727,28092196.0,0.0,231.4898,nan
2021-03-17 00:00:00,236.15,238.55,233.23,237.04,232.808277643936,29562100.0,0.0,231.8768,nan
2021-03-18 00:00:00,232.56,234.19,230.33,230.72,226.601104530918,34852251.0,0.0,232.1332,nan
2021-03-19 00:00:00,231.02,232.474,229.3496,230.35,226.237709902466,46430730.0,0.0,232.4952,nan
2021-03-22 00:00:00,230.27,236.9,230.14,235.99,231.777022617248,30127005.0,0.0,232.84920000000002,nan
2021-03-23 00:00:00,237.485,241.05,237.07,237.58,233.338637371947,31638376.0,0.0,233.2084,nan
2021-03-24 00:00:00,237.845,238.0,235.32,235.46,231.256484365681,25620127.0,0.0,233.56779999999998,nan
2021-03-25 00:00:00,235.3,236.94,231.57,232.34,228.192183714951,34061853.0,0.0,233.916,nan
2021-03-26 00:00:00,231.55,236.71,231.55,236.48,232.258274963035,25479853.0,0.0,234.3188,nan
2021-03-29 00:00:00,236.59,236.8,231.88,235.24,231.040411883899,25227455.0,0.0,234.76319999999998,nan
2021-03-30 00:00:00,233.525,233.85,231.1,231.85,227.710931369163,24792012.0,0.0,235.1472,nan
2021-03-31 00:00:00,232.91,239.1,232.39,235.77,231.560950135465,43623471.0,0.0,235.53379999999999,nan
2021-04-01 00:00:00,238.47,242.84,238.0501,242.35,238.023481636044,30337982.0,0.0,235.89399999999998,nan
2021-04-05 00:00:00,242.76,249.96,242.7,249.07,244.623513806847,36910609.0,0.0,236.37599999999998,nan
2021-04-06 00:00:00,247.61,249.4,246.88,247.86,243.435115157045,22931923.0,0.0,236.81420000000003,nan
2021-04-07 00:00:00,247.81,250.93,247.19,249.9,245.438696351753,22719835.0,0.0,237.2216,nan
2021-04-08 00:00:00,252.77,254.139,252.0,253.25,248.72889096071,23625197.0,0.0,237.64,nan
2021-04-09 00:00:00,252.87,255.99,252.44,255.85,251.282474836319,24326833.0,0.0,238.09900000000002,nan
2021-04-12 00:00:00,254.71,257.67,254.62,255.91,251.341403694986,27148668.0,0.0,238.4386,nan
2021-04-13 00:00:00,257.2573,259.19,256.83,258.49,253.875344617706,23837469.0,0.0,238.96919999999997,nan
2021-04-14 00:00:00,257.475,258.83,255.16,255.59,251.027116448758,23070938.0,0.0,239.28799999999998,nan
2021-04-15 00:00:00,257.931,259.93,257.73,259.5,254.867313738615,25627481.0,0.0,239.68779999999998,nan
2021-04-16 00:00:00,259.47,261.0,257.6014,260.74,256.085176817751,24878582.0,0.0,240.0426,nan
2021-04-19 00:00:00,260.19,261.48,257.821,258.74,254.120881528822,23209260.0,0.0,240.3772,nan
2021-04-20 00:00:00,257.82,260.2,256.84,258.26,253.649450659479,19722875.0,0.0,240.6984,nan
2021-04-21 00:00:00,258.94,260.68,257.25,260.58,255.928033194637,24030383.0,0.0,241.06059999999997,nan
2021-04-22 00:00:00,260.21,261.78,255.64,257.17,252.578909727012,25606152.0,0.0,241.3286,nan
2021-04-23 00:00:00,257.88,261.51,257.27,261.15,256.487857351982,21499286.0,0.0,241.6952,nan
2021-04-26 00:00:00,261.66,262.435,260.17,261.55,256.880716409768,19763346.0,0.0,242.0364,nan
2021-04-27 00:00:00,261.585,263.19,260.12,261.97,257.293218420443,31014213.0,0.0,242.37599999999998,nan
2021-04-28 00:00:00,256.078,256.5399,252.95,254.56,250.015504374959,46903119.0,0.0,242.5932,nan
2021-04-29 00:00:00,255.46,256.1,249.0,252.51,248.002101703806,40589023.0,0.0,242.7594,nan
2021-04-30 00:00:00,249.74,253.08,249.6,252.18,247.677992981133,30945098.0,0.0,242.9272,nan
2021-05-03 00:00:00,253.4,254.35,251.12,251.86,247.363705734904,19626568.0,0.0,243.145,nan
2021-05-04 00:00:00,250.97,251.21,245.76,247.79,243.366364821932,32756052.0,0.0,243.4106,nan
2021-05-05 00:00:00,249.06,249.5,245.82,246.47,242.069929931239,21901325.0,0.0,243.67460000000003,nan
2021-05-06 00:00:00,246.45,249.86,244.69,249.73,245.271731252194,26491085.0,0.0,243.9782,nan
2021-05-07 00:00:00,252.15,254.3,251.17,252.46,247.952994321583,27032912.0,0.0,244.4476,nan
2021-05-10 00:00:00,250.87,251.73,247.12,247.18,242.767254758809,29299890.0,0.0,244.74360000000001,nan
2021-05-11 00:00:00,244.55,246.6,242.57,246.23,241.834214496567,33641589.0,0.0,244.92940000000002,nan
2021-05-12 00:00:00,242.165,244.38,238.07,239.0,234.733287027087,36684370.0,0.0,245.032,nan
2021-05-13 00:00:00,241.8,245.6,241.42,243.03,238.69134203428,29624298.0,0.0,245.3414,nan
2021-05-14 00:00:00,245.575,249.18,245.49,248.15,243.71993797394,23901081.0,0.0,245.7698,nan
2021-05-17 00:00:00,246.55,246.59,243.52,245.18,240.802959469879,24970168.0,0.0,246.04139999999998,nan
2021-05-18 00:00:00,246.27,246.41,242.9,243.08,238.740449416503,20167975.0,0.0,246.3552,nan
2021-05-19 00:00:00,239.31,243.23,238.6,243.12,239.329738003182,25739807.0,0.56,246.542,nan
2021-05-20 00:00:00,243.96,247.95,243.86,246.48,242.637355310235,21800716.0,0.0,246.82319999999999,nan
2021-05-21 00:00:00,247.565,248.33,244.74,245.17,241.347778324449,21863058.0,0.0,246.984,nan
2021-05-24 00:00:00,247.785,251.16,247.51,250.78,246.870317935332,21411547.0,0.0,247.28460000000004,nan
2021-05-25 00:00:00,251.769,252.75,250.82,251.72,247.795663253377,17704303.0,0.0,247.62279999999998,nan
2021-05-26 00:00:00,251.43,252.94,250.75,251.49,247.56924897343,17771600.0,0.0,247.8984,nan
2021-05-27 00:00:00,251.17,251.48,249.25,249.31,245.423235363497,24426244.0,0.0,248.14379999999997,nan
2021-05-28 00:00:00,250.995,252.08,249.56,249.68,245.787467031238,18274942.0,0.0,248.523,nan
2021-06-01 00:00:00,251.23,251.29,246.96,247.4,243.543012430023,23213310.0,0.0,248.86399999999998,nan
2021-06-02 00:00:00,248.125,249.27,245.84,247.3,243.444571438742,19406705.0,0.0,249.0902,nan
2021-06-03 00:00:00,245.22,246.34,243.0,245.71,241.879359677369,25307711.0,0.0,249.25279999999998,nan
2021-06-04 00:00:00,247.76,251.65,247.51,250.79,246.88016203446,25281094.0,0.0,249.5594,nan
2021-06-07 00:00:00,249.98,254.09,249.81,253.81,249.853079971157,23079167.0,0.0,249.9888,nan
2021-06-08 00:00:00,255.16,256.01,252.51,252.57,248.632411679268,22454998.0,0.0,250.31059999999997,nan
2021-06-09 00:00:00,253.81,255.53,253.21,253.59,249.636509790338,17937634.0,0.0,250.67759999999998,nan
2021-06-10 00:00:00,254.29,257.46,253.67,257.24,253.229605972107,24563619.0,0.0,251.18539999999996,nan
2021-06-11 00:00:00,257.985,258.4868,256.61,257.89,253.869472415435,18999731.0,0.0,251.62780000000004,nan
2021-06-14 00:00:00,257.9,259.95,256.8,259.89,255.838292241062,19150507.0,0.0,251.9786,nan
2021-06-15 00:00:00,259.775,259.99,257.68,258.36,254.332145074458,18038931.0,0.0,252.16440000000003,nan
2021-06-16 00:00:00,259.4,260.58,254.42,257.38,253.3674233599,27036535.0,0.0,252.35479999999998,nan
2021-06-17 00:00:00,256.065,261.75,256.01,260.9,256.832546253003,27565537.0,0.0,252.57479999999998,nan
2021-06-18 00:00:00,259.63,262.3,258.75,259.43,255.385463681168,37202217.0,0.0,252.6984,nan
2021-06-21 00:00:00,259.82,263.52,257.92,262.63,258.535575402171,26696119.0,0.0,252.834,nan
2021-06-22 00:00:00,262.72,265.79,262.4,265.51,261.370675951073,24694090.0,0.0,253.02599999999998,nan
2021-06-23 00:00:00,265.99,266.83,264.43,265.275,261.139339621562,19518681.0,0.0,253.16170000000002,nan
2021-06-24 00:00:00,266.16,267.85,265.47,266.69,262.532279648193,21446867.0,0.0,253.38369999999998,nan
2021-06-25 00:00:00,266.23,267.25,264.76,265.02,260.888315093794,25611113.0,0.0,253.4941,nan
2021-06-28 00:00:00,266.185,268.9,265.91,268.72,264.530631771204,19590024.0,0.0,253.6537,nan
2021-06-29 00:00:00,268.865,271.65,267.98,271.4,267.168850337544,19937811.0,0.0,253.90690000000004,nan
2021-06-30 00:00:00,270.69,271.3598,269.6043,270.9,266.676645381137,21656457.0,0.0,254.15970000000002,nan
2021-07-01 00:00:00,269.61,271.84,269.6,271.6,267.365732320106,16725323.0,0.0,254.38010000000003,nan
2021-07-02 00:00:00,272.82,278.0,272.5,277.65,273.321412292627,26474408.0,0.0,254.7897,nan
2021-07-06 00:00:00,278.03,279.3698,274.3,277.66,273.331256391755,31565560.0,0.0,255.11990000000003,nan
2021-07-07 00:00:00,279.4,280.6945,277.15,279.93,275.565866893842,23260031.0,0.0,255.4875,nan
2021-07-08 00:00:00,276.9,278.73,274.87,277.42,273.09499801268,24618591.0,0.0,255.7965,nan
2021-07-09 00:00:00,275.72,278.05,275.32,277.94,273.606891167343,23916665.0,0.0,256.2641,nan
2021-07-12 00:00:00,279.157,279.77,276.58,277.32,272.996557021399,18931695.0,0.0,256.76030000000003,nan
2021-07-13 00:00:00,277.52,282.8477,277.39,280.98,276.599497302296,26120128.0,0.0,257.3363,nan
2021-07-14 00:00:00,282.345,283.66,280.55,282.51,278.1056444689,23113662.0,0.0,257.9493,nan
2021-07-15 00:00:00,282.0,282.51,279.83,281.03,276.648717797936,22604227.0,0.0,258.6141,nan
2021-07-16 00:00:00,282.07,284.1,279.46,280.75,276.373083022348,26186848.0,0.0,259.2997,nan
2021-07-19 00:00:00,278.9335,280.37,274.45,277.01,272.691389948426,32935634.0,0.0,259.8453,nan
2021-07-20 00:00:00,278.03,280.97,276.26,279.32,274.965376847025,26259741.0,0.0,260.3825,nan
2021-07-21 00:00:00,278.905,281.52,277.29,281.4,277.012949465677,24364320.0,0.0,261.06690000000003,nan
2021-07-22 00:00:00,283.84,286.42,283.42,286.14,281.679052452412,23384059.0,0.0,261.8651,nan
2021-07-23 00:00:00,287.37,289.99,286.5,289.67,285.154019444644,22768071.0,0.0,262.8785,nan
2021-07-26 00:00:00,289.0,289.69,286.642,289.05,284.543685298699,23176073.0,0.0,263.7989,nan
2021-07-27 00:00:00,289.43,289.575,282.95,286.54,282.072816417538,33604073.0,0.0,264.5667,nan
2021-07-28 00:00:00,288.99,290.15,283.8303,286.22,281.757805245438,33566853.0,0.0,265.3875,nan
2021-07-29 00:00:00,286.235,288.618,286.08,286.5,282.033440021025,17782235.0,0.0,266.2559,nan
2021-07-30 00:00:00,285.17,286.66,283.91,284.91,280.468228259652,20944846.0,0.0,267.0917,nan
2021-08-02 00:00:00,286.36,286.775,283.74,284.82,280.379631367499,16267357.0,0.0,267.8585,nan
2021-08-03 00:00:00,285.42,287.23,284.0,287.12,282.643774166969,17879048.0,0.0,268.6975,nan
2021-08-04 00:00:00,286.22,287.5883,284.65,286.51,282.043284120153,16191301.0,0.0,269.4121,nan
2021-08-05 00:00:00,286.88,289.63,286.1,289.52,285.006357957722,13900167.0,0.0,270.16810000000004,nan
2021-08-06 00:00:00,288.505,289.5,287.6238,289.46,284.947293362953,16589336.0,0.0,270.9275,nan
2021-08-09 00:00:00,289.75,291.55,287.81,288.33,283.834910161474,16117629.0,0.0,271.7079,nan
2021-08-10 00:00:00,288.8,289.25,285.2,286.44,281.974375426256,18616578.0,0.0,272.4431,nan
2021-08-11 00:00:00,287.21,288.66,285.86,286.95,282.476424481791,13955934.0,0.0,273.2341,nan
2021-08-12 00:00:00,286.63,289.97,286.34,289.81,285.291836832437,14570391.0,0.0,274.0843,nan
2021-08-13 00:00:00,289.48,292.9,289.3,292.85,288.28444296739,17283015.0,0.0,275.0271,nan
2021-08-16 00:00:00,293.19,294.82,290.02,294.6,290.007160314813,22516027.0,0.0,275.9033,nan
2021-08-17 00:00:00,292.39,293.43,291.08,293.08,288.510857247337,20075250.0,0.0,276.6887,nan
2021-08-18 00:00:00,292.04,294.82,290.27,290.73,286.748763503401,21812985.0,0.56,277.4519,nan
2021-08-19 00:00:00,288.6935,297.47,288.64,296.77,292.706052161471,29850461.0,0.0,278.3155,nan
2021-08-20 00:00:00,299.72,305.84,298.06,304.36,300.192115226826,40817646.0,0.0,279.2579,nan
2021-08-23 00:00:00,303.245,305.4,301.85,304.65,300.478143986899,22830157.0,0.0,280.19309999999996,nan
2021-08-24 00:00:00,305.02,305.65,302.0035,302.62,298.475942666389,18175774.0,0.0,281.0477,nan
2021-08-25 00:00:00,304.3,304.59,300.42,302.01,297.874295964167,20006057.0,0.0,281.9207,nan
2021-08-26 00:00:00,300.99,302.429,298.95,299.09,294.994282242054,17666084.0,0.0,282.7549,nan
2021-08-27 00:00:00,298.987,300.87,296.83,299.72,295.61565506566,22605726.0,0.0,283.5313,nan
2021-08-30 00:00:00,301.115,304.22,301.06,303.59,299.432659553529,16348072.0,0.0,284.41450000000003,nan
2021-08-31 00:00:00,304.42,304.5,301.5,301.88,297.746076175169,26285338.0,0.0,285.19949999999994,nan
2021-09-01 00:00:00,302.865,305.19,301.49,301.83,297.696760871708,18983826.0,0.0,285.9259,nan
2021-09-02 00:00:00,302.2,303.3602,300.18,301.15,297.02607274464,16290545.0,0.0,286.6434,nan
2021-09-03 00:00:00,300.99,302.6,300.26,301.14,297.016209683948,14751610.0,0.0,287.3324,nan
2021-09-07 00:00:00,301.005,301.09,298.2,300.18,296.0693558575,17184083.0,0.0,288.0356,nan
2021-09-08 00:00:00,299.78,300.61,297.4651,300.21,296.098945039576,15046819.0,0.0,288.66540000000003,nan
2021-09-09 00:00:00,300.82,302.14,297.0,297.25,293.179479074695,19927000.0,0.0,289.1824,nan
2021-09-10 00:00:00,298.415,299.92,295.38,295.71,291.660567728101,19633363.0,0.0,289.6786,nan
2021-09-13 00:00:00,297.55,298.54,294.08,296.99,292.923039496698,23652949.0,0.0,290.1864,nan
2021-09-14 00:00:00,299.56,301.39,298.1,299.79,295.684696490505,21853433.0,0.0,290.62919999999997,nan
2021-09-15 00:00:00,303.26,305.32,301.82,304.82,300.645816018666,28356304.0,0.0,291.1724,nan
2021-09-16 00:00:00,303.76,305.31,300.76,305.22,301.040338446353,19550815.0,0.0,291.6782,nan
2021-09-17 00:00:00,304.17,304.5,299.53,299.87,295.763600976043,41372457.0,0.0,292.12719999999996,nan
2021-09-20 00:00:00,296.33,298.72,289.52,294.3,290.269876170505,38278661.0,0.0,292.4544,nan
2021-09-21 00:00:00,295.69,297.54,294.07,294.8,290.763029205114,22364103.0,0.0,292.804,nan
2021-09-22 00:00:00,296.725,300.22,294.51,298.58,294.491266146753,26626342.0,0.0,293.156,nan
2021-09-23 00:00:00,298.845,300.9,297.5339,299.56,295.457846094586,18604601.0,0.0,293.49699999999996,nan
2021-09-24 00:00:00,298.23,299.8,296.93,299.35,295.25072182005,14998978.0,0.0,293.8634,nan
2021-09-27 00:00:00,296.14,296.47,292.9449,294.17,290.141656381507,23571742.0,0.0,294.1318,nan
2021-09-28 00:00:00,289.795,290.78,282.75,283.52,279.637496744348,43186237.0,0.0,294.262,nan
2021-09-29 00:00:00,285.1,286.77,283.01,284.0,280.110923657572,26353696.0,0.0,294.35560000000004,nan
2021-09-30 00:00:00,285.71,287.83,281.62,281.92,278.059407033601,32343635.0,0.0,294.366,nan
2021-10-01 00:00:00,282.1217,289.98,281.29,289.1,285.141084610578,30086280.0,0.0,294.4252,nan
2021-10-04 00:00:00,287.4,287.75,280.25,283.11,279.233111255969,31350747.0,0.0,294.29400000000004,nan
2021-10-05 00:00:00,284.0464,290.398,284.0464,288.76,284.805740547044,24993024.0,0.0,294.2882,nan
2021-10-06 00:00:00,285.78,293.63,285.5093,293.11,289.096171948137,28002559.0,0.0,294.4196,nan
2021-10-07 00:00:00,295.175,296.64,293.92,294.85,290.812344508574,20430471.0,0.0,294.5922,nan
2021-10-08 00:00:00,296.219,296.6409,293.76,294.85,290.812344508574,17685700.0,0.0,294.7592,nan
2021-10-11 00:00:00,292.92,297.97,292.745,294.23,290.20083474566,19298634.0,0.0,294.9456,nan
2021-10-12 00:00:00,295.34,295.44,292.35,292.88,288.869321552217,17974143.0,0.0,295.1068,nan
2021-10-13 00:00:00,294.91,297.28,293.49,296.31,292.252351369631,23424025.0,0.0,295.29060000000004,nan
2021-10-14 00:00:00,299.21,303.27,297.83,302.75,298.604162455387,27262902.0,0.0,295.6154,nan
2021-10-15 00:00:00,302.34,304.45,300.5191,304.21,300.044169316444,25384803.0,0.0,295.9092,nan
2021-10-18 00:00:00,303.57,308.21,302.69,307.29,303.081992009631,22729297.0,0.0,296.2658,261.645375
2021-10-19 00:00:00,308.348,309.3,307.22,308.23,304.009119714695,17682139.0,0.0,296.66380000000004,262.098075
2021-10-20 00:00:00,309.21,309.7,306.11,307.41,303.200348737937,16537069.0,0.0,297.0832,262.545625
2021-10-21 00:00:00,307.1702,311.02,306.36,310.76,306.504474069814,16918100.0,0.0,297.55940000000004,263.038175
2021-10-22 00:00:00,310.4,311.09,307.8,309.16,304.926384359067,17449332.0,0.0,297.9464,263.492525
2021-10-25 00:00:00,309.36,309.4,306.46,308.13,303.910489107774,17554469.0,0.0,298.25199999999995,263.935075
2021-10-26 00:00:00,311.0,312.395,308.5967,310.11,305.863375124823,28107349.0,0.0,298.5622,264.39817500000004
2021-10-27 00:00:00,316.0,326.0973,316.0,323.17,318.744532388794,52588690.0,0.0,299.164,264.939375
2021-10-28 00:00:00,324.325,324.87,321.3601,324.35,319.90837355047,26297943.0,0.0,299.83639999999997,265.479425
2021-10-29 00:00:00,324.13,332.0,323.9,331.62,327.078818673676,34765982.0,0.0,300.53340000000003,266.072425
2021-11-01 00:00:00,331.355,331.49,326.37,329.37,324.859630017938,26840400.0,0.0,301.0336,266.656025
2021-11-02 00:00:00,330.31,333.45,330.0,333.13,328.568140838194,25719044.0,0.0,301.6032,267.23947499999997
2021-11-03 00:00:00,333.9,334.9,330.65,334.0,329.426227118412,21500082.0,0.0,302.2308,267.787775
2021-11-04 00:00:00,332.89,336.54,329.51,336.44,331.832813927301,23992202.0,0.0,302.9194,268.345125
2021-11-05 00:00:00,338.51,338.79,334.4217,336.06,331.458017620999,22570098.0,0.0,303.6588,268.895675
2021-11-08 00:00:00,337.3,337.65,334.44,336.99,332.375282265371,20897001.0,0.0,304.4042,269.43297499999994
2021-11-09 00:00:00,337.1071,338.72,334.53,335.95,331.349523953385,19890003.0,0.0,305.0514,269.951075
2021-11-10 00:00:00,334.57,334.6303,329.92,330.8,326.270047696918,25500938.0,0.0,305.62980000000005,270.44057499999997
2021-11-11 00:00:00,331.25,333.7746,330.51,332.43,327.877726589742,16849844.0,0.0,306.2418,270.908075
2021-11-12 00:00:00,333.92,337.23,333.79,336.72,332.108979626682,23484434.0,0.0,306.9532,271.431875
2021-11-15 00:00:00,337.54,337.88,334.034,336.07,331.467880681691,16723009.0,0.0,307.6518,271.913975
2021-11-16 00:00:00,335.68,340.67,335.51,339.51,334.860773559797,20886832.0,0.0,308.4384,272.413975
2021-11-17 00:00:00,338.94,342.19,338.0,339.12,335.087623955717,19053380.0,0.62,309.21659999999997,272.89457500000003
2021-11-18 00:00:00,338.18,342.45,337.12,341.27,337.212058938923,22463533.0,0.0,310.097,273.390875
2021-11-19 00:00:00,342.64,345.1,342.2,343.11,339.030180040829,21963403.0,0.0,311.045,273.895425
2021-11-22 00:00:00,344.62,349.67,339.55,339.83,335.789181554822,31031113.0,0.0,311.9018,274.382225
2021-11-23 00:00:00,337.05,339.45,333.56,337.68,333.664746571616,30427563.0,0.0,312.6596,274.85177500000003
2021-11-24 00:00:00,336.28,338.16,333.911,337.91,333.892011709354,21661307.0,0.0,313.32140000000004,275.327225
2021-11-26 00:00:00,334.35,337.93,328.12,329.68,325.759872215501,24217242.0,0.0,313.8106,275.753175
2021-11-29 00:00:00,334.94,339.03,334.74,336.63,332.627231812376,28563481.0,0.0,314.54580000000004,276.21137500000003
2021-11-30 00:00:00,335.32,337.78,328.99,330.59,326.659051673509,42885609.0,0.0,315.2716,276.645825
2021-12-01 00:00:00,335.13,339.28,329.39,330.08,326.155115933307,33401146.0,0.0,315.97720000000004,277.07522500000005
2021-12-02 00:00:00,330.3,333.49,327.8028,329.49,325.572131449543,30765980.0,0.0,316.5954,277.50372500000003
2021-12-03 00:00:00,331.99,332.7,318.03,323.01,319.16918322109,41779279.0,0.0,317.0644,277.913925
2021-12-06 00:00:00,323.95,327.45,319.23,326.19,322.311370777646,30032556.0,0.0,317.6012,278.372325
2021-12-07 00:00:00,331.64,335.8,330.1,334.92,330.937564918756,31021936.0,0.0,318.4162,278.880575
2021-12-08 00:00:00,335.31,335.5,330.8,334.97,330.986970383482,24760988.0,0.0,319.4452,279.382675
2021-12-09 00:00:00,334.41,336.489,332.12,333.1,329.13920600274,22214158.0,0.0,320.4272,279.903225
2021-12-10 00:00:00,334.98,343.0,334.79,342.54,338.466957742956,38095694.0,0.0,321.6396,280.454025
2021-12-13 00:00:00,340.68,343.79,339.08,339.4,335.364294558181,28899431.0,0.0,322.6456,280.966325
2021-12-14 00:00:00,333.22,334.64,324.11,328.34,324.435805760852,44438699.0,0.0,323.5502,281.438675
2021-12-15 00:00:00,328.61,335.19,324.5,334.65,330.670775409237,35381122.0,0.0,324.468,281.974125
2021-12-16 00:00:00,335.71,336.76,323.02,324.9,321.036709787722,35034831.0,0.0,325.10380000000004,282.464975
2021-12-17 00:00:00,320.88,324.92,317.25,323.8,319.949789563756,47983713.0,0.0,325.6828,282.925975
2021-12-20 00:00:00,320.05,322.8,317.57,319.91,316.106044408095,28326532.0,0.0,326.18399999999997,283.388575
2021-12-21 00:00:00,323.29,327.73,319.8,327.29,323.398291001612,24740597.0,0.0,326.8452,283.856125
2021-12-22 00:00:00,328.3,333.605,325.75,333.2,329.238016932192,24831493.0,0.0,327.65160000000003,284.360025
2021-12-23 00:00:00,332.75,336.39,332.73,334.69,330.710299781018,19617848.0,0.0,328.4192,284.847825
2021-12-27 00:00:00,335.46,342.48,335.43,342.45,338.37802790645,19947029.0,0.0,329.2132,285.381325
2021-12-28 00:00:00,343.15,343.81,340.32,341.25,337.192296753032,15661467.0,0.0,329.954,285.913525
2021-12-29 00:00:00,341.3,344.3,339.68,341.95,337.883973259192,15041956.0,0.0,330.6472,286.434725
2021-12-30 00:00:00,341.91,343.13,338.82,339.32,335.28524581462,15994471.0,0.0,331.269,286.946125
2021-12-31 00:00:00,338.51,339.355,335.85,336.32,332.320917931076,17772880.0,0.0,331.8472,287.47412499999996
